SENTENCE,TEXT,POS_GE,POS_IT,POS_FR,POS_PT
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",in,FUNC,FUNC,OTHER,NOUN
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",sciô,FUNC,NOUN,ADJ,NOUN
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",mercou,NOUN,NOUN,ADV,VERB
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",",",PUNCT,PUNCT,PUNCT,PUNCT
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",a,PRON,FUNC,VERB,FUNC
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",l,PRON,NA,NA,NA
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",’,PUNCT,NA,NA,NA
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",avieiva,VERB,ADJ,VERB,NA
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",fæto,VERB,NOUN,ADJ,ADJ
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",guägnâ,VERB,ADV,NOUN,ADJ
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",un,PRON,PRON,PRON,NOUN
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",miliardo,NOUN,NOUN,NOUN,NOUN
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",e,FUNC,FUNC,VERB,FUNC
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",mezo,NOUN,PRON,VERB,NOUN
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",d,FUNC,NA,NA,NA
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",’,PUNCT,NA,NA,NA
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",euro,NOUN,NOUN,NOUN,NA
"A dröga, se missa in sciô mercou, a l’avieiva fæto guägnâ un miliardo e mezo d’euro.",.,PUNCT,PUNCT,PUNCT,PUNCT
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",A,PRON,FUNC,NOUN,PRON
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",povie,NOUN,NOUN,VERB,ADJ
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",gianca,ADJ,ADJ,ADJ,NOUN
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",",",PUNCT,PUNCT,PUNCT,PUNCT
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",spartia,VERB,VERB,NOUN,VERB
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",inte,FUNC,ADV,ADJ,ADJ
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",2.109,ADJ,ADJ,ADJ,ADJ
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",panetti,NOUN,NOUN,ADJ,NOUN
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",",",PUNCT,PUNCT,PUNCT,PUNCT
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",a,PRON,FUNC,VERB,FUNC
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",l,PRON,NA,NA,NA
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",’,PUNCT,NA,NA,NA
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",ea,VERB,NOUN,FUNC,NA
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",ascosa,ADJ,ADJ,ADJ,ADJ
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",drento,ADV,ADJ,VERB,NOUN
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",à,FUNC,FUNC,FUNC,NA
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",87,ADJ,ADJ,ADJ,ADJ
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",sacchi,NOUN,NOUN,VERB,NOUN
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",inte,FUNC,ADV,ADJ,ADJ
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",un,PRON,PRON,PRON,NOUN
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",container,NOUN,NOUN,NOUN,NOUN
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",ch,PRON,NA,NA,NA
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",’,PUNCT,NA,NA,NA
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",o,PRON,FUNC,FUNC,PRON
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",ne,PRON,PRON,ADV,PRON
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",vegniva,VERB,VERB,VERB,ADJ
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",da-a,FUNC,NA,NA,VERB
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",Colombia,NOUN,NOUN,NOUN,NOUN
"A povie gianca, spartia inte 2.109 panetti, a l’ea ascosa drento à 87 sacchi inte un container ch’o ne vegniva da-a Colombia.",.,PUNCT,PUNCT,PUNCT,PUNCT
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,«,PUNCT,PUNCT,PUNCT,PUNCT
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,I,PRON,PRON,NOUN,NOUN
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,giudiçi,NOUN,NOUN,NOUN,NOUN
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,rendan,VERB,NOUN,ADJ,NOUN
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,inutile,ADJ,ADJ,ADJ,VERB
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,o,PRON,FUNC,NOUN,PRON
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,travaggio,NOUN,NOUN,VERB,NOUN
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,da,FUNC,FUNC,PRON,FUNC
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,poliçia,NOUN,NOUN,VERB,NOUN
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,e,FUNC,FUNC,VERB,FUNC
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,do,FUNC,FUNC,PRON,FUNC
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,Parlamento,NOUN,NOUN,NOUN,NOUN
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,»,PUNCT,PUNCT,PUNCT,PUNCT
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,e,FUNC,FUNC,PRON,FUNC
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,«,PUNCT,PUNCT,FUNC,PUNCT
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,mettan,VERB,ADV,NOUN,ADJ
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,à,FUNC,NOUN,FUNC,NA
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,reisego,NOUN,VERB,NOUN,NOUN
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,a,PRON,FUNC,VERB,PRON
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,seguessa,NOUN,NOUN,ADV,NOUN
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,»,PUNCT,PUNCT,PUNCT,PUNCT
«I giudiçi rendan inutile o travaggio da poliçia e do Parlamento» e «mettan à reisego a seguessa».,.,PUNCT,PUNCT,PUNCT,PUNCT
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,Coscì,ADV,NOUN,NOUN,NOUN
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,a,PRON,FUNC,VERB,FUNC
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,prescidente,NOUN,NOUN,ADJ,ADV
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,do,FUNC,FUNC,PRON,FUNC
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,Conseggio,NOUN,NOUN,NOUN,NOUN
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,Giorgia,NOUN,NOUN,NOUN,NOUN
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,Meloni,NOUN,NOUN,NOUN,NOUN
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,inta,FUNC,VERB,VERB,VERB
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,conferensa,NOUN,ADJ,VERB,VERB
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,stampa,NOUN,NOUN,ADJ,NOUN
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,do,FUNC,FUNC,NOUN,FUNC
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,prinçipio,NOUN,NOUN,NOUN,NOUN
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,de,FUNC,FUNC,FUNC,FUNC
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,l,PRON,NA,NA,NA
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,’,PUNCT,NA,NA,NA
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,anno,NOUN,NOUN,NOUN,NA
Coscì a prescidente do Conseggio Giorgia Meloni inta conferensa stampa do prinçipio de l’anno.,.,PUNCT,PUNCT,PUNCT,PUNCT
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,«,PUNCT,PUNCT,NOUN,PUNCT
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,E,PRON,FUNC,NOUN,FUNC
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,mæ,ADJ,ADV,PRON,VERB
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,relaçioin,NOUN,VERB,NOUN,ADJ
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,co-o,FUNC,NA,ADJ,NOUN
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,Quirinale,NOUN,NOUN,ADJ,NOUN
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,son,VERB,VERB,PRON,NOUN
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,boniscime,ADJ,ADJ,NOUN,NOUN
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,–,PUNCT,PUNCT,NOUN,PUNCT
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,a,PRON,FUNC,VERB,FUNC
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,l,PRON,NA,NA,NA
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,’,PUNCT,NA,NA,NA
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,à,VERB,OTHER,FUNC,NA
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,dito,VERB,ADJ,NOUN,VERB
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,–,PUNCT,PUNCT,ADJ,PUNCT
«E mæ relaçioin co-o Quirinale son boniscime – a l’à dito –.,.,PUNCT,PUNCT,PUNCT,PUNCT
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",Co-o,FUNC,NA,ADJ,NOUN
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",prescidente,NOUN,ADV,ADJ,ADJ
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",da,FUNC,FUNC,OTHER,FUNC
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",Repubrica,NOUN,NOUN,NOUN,NOUN
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",no,ADV,ADV,OTHER,FUNC
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",semmo,VERB,VERB,VERB,NOUN
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",sempre,ADV,ADV,ADJ,ADV
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",d,FUNC,NA,NA,NA
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",’,PUNCT,NA,NA,NA
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",accòrdio,NOUN,NOUN,ADJ,NA
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",",",PUNCT,PUNCT,PUNCT,PUNCT
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",ma,FUNC,FUNC,PRON,ADV
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",pe,FUNC,NOUN,NOUN,FUNC
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",defende,VERB,VERB,ADJ,VERB
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",l,PRON,NA,NA,NA
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",’,PUNCT,NA,NA,NA
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",interesse,NOUN,NOUN,NOUN,NA
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",naçionale,ADJ,ADJ,ADJ,VERB
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",o,PRON,FUNC,NOUN,PRON
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",gh,PRON,NA,NA,NA
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",’,PUNCT,NA,NA,NA
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",é,VERB,NOUN,NOUN,NA
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",»,PUNCT,PUNCT,PUNCT,PUNCT
"Co-o prescidente da Repubrica no semmo sempre d’accòrdio, ma pe defende l’interesse naçionale o gh’é».",.,PUNCT,PUNCT,PUNCT,PUNCT
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,A,PRON,FUNC,VERB,PRON
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,Meloni,NOUN,NOUN,NOUN,NOUN
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,a,PRON,FUNC,VERB,PRON
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,l,PRON,NA,NA,NA
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,’,PUNCT,NA,NA,NA
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,à,VERB,OTHER,FUNC,NA
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,respòsto,VERB,VERB,NOUN,VERB
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,à,FUNC,PRON,FUNC,NA
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,unna,PRON,NOUN,PRON,NOUN
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,quaranteña,NOUN,PRON,NOUN,VERB
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,de,FUNC,FUNC,FUNC,FUNC
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,domande,NOUN,NOUN,VERB,NOUN
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,e,FUNC,FUNC,OTHER,FUNC
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,a,PRON,FUNC,VERB,FUNC
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,l,PRON,NA,NA,NA
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,’,PUNCT,NA,NA,NA
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,à,VERB,ADJ,FUNC,NA
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,annonçiou,VERB,NOUN,NOUN,VERB
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,a,PRON,FUNC,VERB,PRON
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,dæta,NOUN,NOUN,VERB,NOUN
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,pe-o,FUNC,NA,NA,VERB
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,referendum,NOUN,NOUN,NOUN,NOUN
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,in,FUNC,FUNC,OTHER,OTHER
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,sciâ,FUNC,NOUN,NOUN,ADJ
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,giustiçia,NOUN,NOUN,ADJ,ADJ
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,:,PUNCT,PUNCT,PUNCT,PUNCT
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,i,PRON,PRON,ADJ,NOUN
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,22,ADJ,ADJ,ADJ,ADJ
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,e,FUNC,FUNC,VERB,FUNC
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,23,ADJ,ADJ,ADJ,ADJ
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,de,FUNC,FUNC,FUNC,FUNC
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,marso,NOUN,NOUN,NOUN,NOUN
A Meloni a l’à respòsto à unna quaranteña de domande e a l’à annonçiou a dæta pe-o referendum in sciâ giustiçia: i 22 e 23 de marso.,.,PUNCT,PUNCT,PUNCT,PUNCT
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,«,PUNCT,PUNCT,PUNCT,PUNCT
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,Me,PRON,PRON,NOUN,NOUN
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,basta,VERB,VERB,NOUN,OTHER
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,e,FUNC,FUNC,PRON,FUNC
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,m,PRON,NA,NA,NA
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,’,PUNCT,NA,NA,NA
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,appascioña,VERB,VERB,ADJ,NA
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,quello,PRON,PRON,FUNC,NOUN
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,che,PRON,PRON,NOUN,VERB
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,son,VERB,VERB,PRON,NOUN
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,apreuvo,ADV,VERB,NOUN,ADJ
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,à,FUNC,FUNC,FUNC,NA
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,fâ,VERB,FUNC,ADJ,NOUN
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,–,PUNCT,PUNCT,NOUN,NOUN
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,a,PRON,FUNC,VERB,FUNC
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,l,PRON,NA,NA,NA
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,’,PUNCT,NA,NA,NA
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,à,VERB,ADJ,FUNC,NA
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,azzonto,VERB,NOUN,NOUN,NOUN
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,–,PUNCT,PUNCT,NOUN,PUNCT
«Me basta e m’appascioña quello che son apreuvo à fâ – a l’à azzonto –.,.,PUNCT,PUNCT,PUNCT,PUNCT
Se ô faiò ancon dependià da-o voto di italien».,Se,ADV,FUNC,PRON,FUNC
Se ô faiò ancon dependià da-o voto di italien».,ô,PRON,FUNC,VERB,FUNC
Se ô faiò ancon dependià da-o voto di italien».,faiò,VERB,OTHER,NOUN,VERB
Se ô faiò ancon dependià da-o voto di italien».,ancon,ADV,FUNC,FUNC,ADJ
Se ô faiò ancon dependià da-o voto di italien».,dependià,VERB,NOUN,NOUN,ADJ
Se ô faiò ancon dependià da-o voto di italien».,da-o,FUNC,NA,NA,VERB
Se ô faiò ancon dependià da-o voto di italien».,voto,NOUN,NOUN,ADJ,VERB
Se ô faiò ancon dependià da-o voto di italien».,di,FUNC,FUNC,PRON,NOUN
Se ô faiò ancon dependià da-o voto di italien».,italien,NOUN,NOUN,ADJ,NOUN
Se ô faiò ancon dependià da-o voto di italien».,»,PUNCT,PUNCT,PUNCT,PUNCT
Se ô faiò ancon dependià da-o voto di italien».,.,PUNCT,PUNCT,PUNCT,PUNCT
"Un cappotreno de 34 anni, Alessandro Ambrosio, o l’é stæto ammassou à cotellæ vexin à un parchezzo d’arente a-a staçion de Bològna, inte unn’äia reservâ a-i dependenti, parrieiva sensa unna raxon.",Un,PRON,PRON,PRON,ADJ
